01-14-2020 INFO c.q.c.w.m.HttpClientManagerV2 || [main] -closeIdleStart-333- HttpManager close idle every 30 seconds
01-14-2020 INFO o.s.c.a.AnnotationConfigApplicationContext || [main] -prepareRefresh-583- Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@a311312: startup date [Tue Jan 14 22:22:10 CST 2020]; parent: org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@59ab8480
01-14-2020 INFO o.s.b.f.a.AutowiredAnnotationBeanPostProcessor || [main] -<init>-155- JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
01-14-2020 INFO c.q.c.u.QingqingFtpClientV2 || [main] -connect-64- file ftp connected
01-14-2020 INFO c.q.t.c.FtpResourceConfig || [main] -shadownKeyInitialization-79- triple des init status:true
01-14-2020 INFO c.q.c.u.QingqingFtpClientV2 || [main] -connect-64- file ftp connected
01-14-2020 INFO c.q.c.u.QingqingFtpClientV2 || [main] -downloadByFilePath-109- switching to ftp dir:/
01-14-2020 INFO c.q.c.u.QingqingFtpClientV2 || [main] -downloadByFilePath-114- 23 files in dir:/
01-14-2020 INFO c.q.c.u.QingqingFtpClientV2 || [main] -downloadByFilePath-124- /1w_hash.txt downloaded succ
01-14-2020 INFO c.q.t.c.FtpResourceConfig || [main] -userIdTxtInitialization-113- init userid shuffler status:true
01-14-2020 INFO c.q.c.u.QingqingFtpClientV2 || [main] -connect-64- file ftp connected
01-14-2020 INFO c.q.c.u.QingqingFtpClientV2 || [main] -downloadByFilePath-109- switching to ftp dir:/
01-14-2020 INFO c.q.c.u.QingqingFtpClientV2 || [main] -downloadByFilePath-114- 23 files in dir:/
01-14-2020 INFO c.q.c.u.QingqingFtpClientV2 || [main] -downloadByFilePath-124- /100w_hash.txt downloaded succ
01-14-2020 INFO c.q.t.c.FtpResourceConfig || [main] -orderIdTxtInitialization-145- init orderId shuffler status:true
01-14-2020 INFO c.q.c.u.QingqingFtpClientV2 || [main] -connect-64- file ftp connected
01-14-2020 INFO c.q.c.u.QingqingFtpClientV2 || [main] -downloadByFilePath-109- switching to ftp dir:/
01-14-2020 INFO c.q.c.u.QingqingFtpClientV2 || [main] -downloadByFilePath-114- 23 files in dir:/
01-14-2020 INFO c.q.c.u.QingqingFtpClientV2 || [main] -downloadByFilePath-124- /privateKey downloaded succ
01-14-2020 INFO c.q.c.u.QingqingFtpClientV2 || [main] -connect-64- file ftp connected
01-14-2020 INFO c.q.c.u.QingqingFtpClientV2 || [main] -downloadByFilePath-109- switching to ftp dir:/
01-14-2020 INFO c.q.c.u.QingqingFtpClientV2 || [main] -downloadByFilePath-114- 23 files in dir:/
01-14-2020 INFO c.q.c.u.QingqingFtpClientV2 || [main] -downloadByFilePath-124- /publicKey downloaded succ
01-14-2020 INFO c.q.t.c.FtpResourceConfig || [main] -rsaKeyInitialization-172- rsa init status: true
01-14-2020 WARN o.s.c.n.a.ArchaiusAutoConfiguration || [main] -configureArchaius-148- No spring.application.name found, defaulting to 'application'
01-14-2020 WARN c.n.c.s.URLConfigurationSource || [main] -<init>-121- No URLs will be polled as dynamic configuration sources.
01-14-2020 INFO c.n.c.s.URLConfigurationSource || [main] -<init>-122- To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
01-14-2020 WARN c.n.c.s.URLConfigurationSource || [main] -<init>-121- No URLs will be polled as dynamic configuration sources.
01-14-2020 INFO c.n.c.s.URLConfigurationSource || [main] -<init>-122- To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
01-14-2020 INFO o.s.w.s.m.m.a.RequestMappingHandlerAdapter || [main] -initControllerAdviceCache-534- Looking for @ControllerAdvice: org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@59ab8480: startup date [Tue Jan 14 22:21:35 CST 2020]; parent: org.springframework.context.annotation.AnnotationConfigApplicationContext@6edb6594
01-14-2020 INFO o.s.w.s.m.m.a.RequestMappingHandlerMapping || [main] -register-543- Mapped "{[/v1/common/crond_task]}" onto public com.qingqing.test.bean.base.SimpleResponse com.qingqing.test.controller.CommonController.encode(com.qingqing.api.proto.v1.util.Common$SimpleStringRequest)
01-14-2020 INFO o.s.w.s.m.m.a.RequestMappingHandlerMapping || [main] -register-543- Mapped "{[/v1/common/crond_task_page]}" onto public java.lang.String com.qingqing.test.controller.CommonController.crond(java.lang.String,org.springframework.ui.Model)
01-14-2020 INFO o.s.w.s.m.m.a.RequestMappingHandlerMapping || [main] -register-543- Mapped "{[/v1/common/pb]}" onto public java.lang.String com.qingqing.test.controller.CommonController.pbRequest(com.qingqing.test.bean.common.UrlAndParam)
01-14-2020 INFO o.s.w.s.m.m.a.RequestMappingHandlerMapping || [main] -register-543- Mapped "{[/v1/common/pi]}" onto public java.lang.String com.qingqing.test.controller.CommonController.piRequest(com.qingqing.test.bean.common.UserCommonRequest)
01-14-2020 INFO o.s.w.s.m.m.a.RequestMappingHandlerMapping || [main] -register-543- Mapped "{[/v1/common/pt]}" onto public java.lang.String com.qingqing.test.controller.CommonController.ptRequest(com.qingqing.test.bean.common.UserCommonRequest)
01-14-2020 INFO o.s.w.s.m.m.a.RequestMappingHandlerMapping || [main] -register-543- Mapped "{[/v1/common/haha]}" onto public java.lang.String com.qingqing.test.controller.CommonController.haha(java.lang.String,org.springframework.ui.Model)
01-14-2020 INFO o.s.w.s.m.m.a.RequestMappingHandlerMapping || [main] -register-543- Mapped "{[/v1/common/wx_notify]}" onto public com.qingqing.api.proto.v1.ProtoBufResponse$SimpleResponse com.qingqing.test.controller.CommonController.wxNotify(java.lang.String)
01-14-2020 INFO o.s.w.s.m.m.a.RequestMappingHandlerMapping || [main] -register-543- Mapped "{[/v1/common/pi_v2]}" onto public java.lang.String com.qingqing.test.controller.CommonController.piRequestV2(com.qingqing.test.bean.common.UserCommonRequest)
01-14-2020 INFO o.s.w.s.m.m.a.RequestMappingHandlerMapping || [main] -register-543- Mapped "{[/v1/config/common/invoke_page]}" onto public java.lang.String com.qingqing.test.controller.config.CommonConfigController.invoke(java.lang.Long,java.lang.String,org.springframework.ui.Model)
01-14-2020 INFO o.s.w.s.m.m.a.RequestMappingHandlerMapping || [main] -register-543- Mapped "{[/v1/config/common/add]}" onto public com.qingqing.test.bean.base.SimpleResponse com.qingqing.test.controller.config.CommonConfigController.add(com.qingqing.test.bean.config.SaveCommonConfigBean)
01-14-2020 INFO o.s.w.s.m.m.a.RequestMappingHandlerMapping || [main] -register-543- Mapped "{[/v1/config/common/add_page]}" onto public java.lang.String com.qingqing.test.controller.config.CommonConfigController.add(java.lang.Long,org.springframework.ui.Model)
